Alpha-3 code;Cancer code;Population code (ISO/UN);Country;Label;Sex;Number;MIR;Crude rate;Cumulative risk;indicator
ISR;29;376;376;Israel;0;288;0.227848101;32;19;MIR
ITA;29;380;380;Italy;0;4592;0.237113402;76;24;MIR
CIV;29;384;384;Côte d'Ivoire;0;216;0.923076923;78;12;MIR
JAM;29;388;388;Jamaica;0;25;5.769230769;84;8;MIR
JPN;29;392;392;Japan;0;6926;0.188405797;55;14;MIR
KAZ;29;398;398;Kazakhstan;0;468;0.456521739;24;26;MIR
JOR;29;400;400;Jordan;0;122;0.5;12;19;MIR
KEN;29;404;404;Kenya;0;334;7.384615385;59;11;MIR
PRK;29;408;408;Korea, Democratic People Republic of;0;689;0.59375;27;22;MIR
KOR;29;410;410;Korea, Republic of;0;1260;0.2;25;11;MIR
KWT;29;414;414;Kuwait;0;32;0.52;73;13;MIR
KGZ;29;417;417;Kyrgyzstan;0;99;0.72;15;23;MIR
LAO;29;418;418;Lao People's Democratic Republic;0;42;6;56;8;MIR
LBN;29;422;422;Lebanon;0;143;0.486486486;21;22;MIR
LSO;29;426;426;Lesotho;0;6;1;28;4;MIR
LVA;29;428;428;Latvia;0;195;0.262773723;106;41;MIR
LBR;29;430;430;Liberia;0;24;6;45;5;MIR
LBY;29;434;434;Libya;0;94;0.5;13;15;MIR
LTU;29;440;440;Lithuania;0;294;0.362068966;111;51;MIR
LUX;29;442;442;Luxembourg;0;24;0.254237288;37;15;MIR
MDG;29;450;450;Madagascar;0;168;0.711340206;58;6;MIR
MWI;29;454;454;Malawi;0;124;0.681318681;61;5;MIR
MYS;29;458;458;Malaysia;0;670;0.580645161;2;15;MIR
MDV;29;462;462;Maldives;0;0;0;0;0;MIR
MLI;29;466;466;Mali;0;210;0.722222222;98;12;MIR
MLT;29;470;470;Malta;0;30;2.5;68;29;MIR
MTQ;29;474;474;France, Martinique;0;10;0.368421053;27;18;MIR
MRT;29;478;478;Mauritania;0;31;7.25;63;1;MIR
MUS;29;480;480;Mauritius;0;24;0.647058824;19;13;MIR
MEX;29;484;484;Mexico;0;3379;0.511111111;26;27;MIR
MNG;29;496;496;Mongolia;0;41;0.348837209;12;17;MIR
MDA;29;498;498;Moldova;0;175;0.448275862;44;32;MIR
MNE;29;499;499;Montenegro;0;26;4.75;41;24;MIR
MAR;29;504;504;Morocco;0;412;0.052631579;11;1;MIR
MOZ;29;508;508;Mozambique;0;169;0.718309859;51;4;MIR
OMN;29;512;512;Oman;0;63;0.75;12;22;MIR
NAM;29;516;516;Namibia;0;30;0.653846154;11;17;MIR
NPL;29;524;524;Nepal;0;75;0.547169811;25;3;MIR
NLD;29;528;528;The Netherlands;0;1268;0.325301205;74;31;MIR
NCL;29;540;540;New Caledonia;0;6;0.307692308;21;15;MIR
VUT;29;548;548;Vanuatu;0;0;Inf;0;0;MIR
NZL;29;554;554;New Zealand;0;247;0.298701299;5;25;MIR
NIC;29;558;558;Nicaragua;0;78;0.481481481;12;15;MIR
NER;29;562;562;Niger;0;166;0.8;64;12;MIR
NGA;29;566;566;Nigeria;0;938;0.634408602;43;6;MIR
NOR;29;578;578;Norway;0;290;0.189189189;53;23;MIR
PAK;29;586;586;Pakistan;0;1606;5.705882353;7;11;MIR
PAN;29;591;591;Panama;0;85;0.394736842;19;19;MIR
PNG;29;598;598;Papua New Guinea;0;38;6.727272727;41;7;MIR
PRY;29;600;600;Paraguay;0;79;0.392857143;11;14;MIR
PER;29;604;604;Peru;0;802;3.8;24;2;MIR
PHL;29;608;608;Philippines;0;1492;0.517241379;13;16;MIR
POL;29;616;616;Poland;0;2862;0.407894737;76;37;MIR
PRT;29;620;620;Portugal;0;594;0.25;59;19;MIR
GNB;29;624;624;Guinea-Bissau;0;5;0.305882353;24;3;MIR
TLS;29;626;626;Timor-Leste;0;7;75;51;1;MIR
PRI;29;630;630;Puerto Rico;0;102;0.276595745;36;15;MIR
QAT;29;634;634;Qatar;0;16;4.8125;54;8;MIR
REU;29;638;638;France, La Réunion;0;22;0.315789474;24;14;MIR
ROU;29;642;642;Romania;0;1010;0.32;53;28;MIR
RUS;29;643;643;Russian Federation;0;9148;0.262711864;63;4;MIR
RWA;29;646;646;Rwanda;0;72;7.125;53;5;MIR
LCA;29;662;662;Saint Lucia;0;0;0;0;0;MIR
STP;29;678;678;Sao Tome and Principe;0;0;0;0;0;MIR
SAU;29;682;682;Saudi Arabia;0;341;0.44;95;13;MIR
SEN;29;686;686;Senegal;0;116;7.666666667;66;1;MIR
SRB;29;688;688;Serbia;0;420;0.353846154;49;27;MIR
SLE;29;694;694;Sierra Leone;0;1;0.25;1;0;MIR
SGP;29;702;702;Singapore;0;284;3.428571429;48;25;MIR
SVK;29;703;703;Slovakia;0;449;0.333333333;82;42;MIR
VNM;29;704;704;Viet Nam;0;1112;48.5;11;1;MIR
SVN;29;705;705;Slovenia;0;189;0.364705882;91;36;MIR
SOM;29;706;706;Somalia;0;156;7.5;93;15;MIR
ZAF;29;710;710;South Africa;0;578;0.423076923;95;11;MIR
ZWE;29;716;716;Zimbabwe;0;103;0.733333333;67;12;MIR
ESP;29;724;724;Spain;0;3074;0.272727273;66;27;MIR
SSD;29;728;728;South Sudan;0;86;0.733333333;74;11;MIR
SDN;29;729;729;Sudan;0;448;0.789473684;97;15;MIR
SUR;29;740;740;Suriname;0;2;2.153846154;34;4;MIR
SWZ;29;748;748;Eswatini;0;1;0.411764706;8;3;MIR
SWE;29;752;752;Sweden;0;622;0.021978022;61;2;MIR
CHE;29;756;756;Switzerland;0;337;0.224137931;38;14;MIR
SYR;29;760;760;Syrian Arab Republic;0;208;0.482758621;11;14;MIR
TJK;29;762;762;Tajikistan;0;79;6;79;14;MIR
THA;29;764;764;Thailand;0;1090;4.941176471;16;9;MIR
TGO;29;768;768;Togo;0;49;6.769230769;56;12;MIR
TTO;29;780;780;Trinidad and Tobago;0;33;0.29787234;24;2;MIR
ARE;29;784;784;United Arab Emirates;0;44;0.444444444;44;13;MIR
TUN;29;788;788;Tunisia;0;157;0.045454545;13;11;MIR
TUR;29;792;792;Türkiye;0;1692;0.283018868;2;18;MIR
TKM;29;795;795;Turkmenistan;0;109;0.552631579;18;24;MIR
UGA;29;800;800;Uganda;0;372;0.923076923;77;12;MIR
UKR;29;804;804;Ukraine;0;2485;0.375;58;39;MIR
MKD;29;807;807;North Macedonia;0;52;0.482758621;25;17;MIR
EGY;29;818;818;Egypt;0;990;0.458333333;93;1;MIR
GBR;29;826;826;United Kingdom;0;4736;2.6;69;28;MIR
TZA;29;834;834;Tanzania, United Republic of;0;455;0.785714286;72;1;MIR
USA;29;840;840;United States of America;0;14295;0.1484375;43;22;MIR
BFA;29;854;854;Burkina Faso;0;229;0.684210526;1;12;MIR
URY;29;858;858;Uruguay;0;317;3.285714286;91;56;MIR
UZB;29;860;860;Uzbekistan;0;385;0.541666667;11;15;MIR
VEN;29;862;862;Venezuela;0;662;0.03030303;23;24;MIR
WSM;29;882;882;Samoa;0;4;0.269230769;2;0;MIR
YEM;29;887;887;Yemen;0;116;0.774193548;37;4;MIR
ZMB;29;894;894;Zambia;0;74;0.774647887;38;5;MIR
;;;;Total;;155915;0.340909091;2;16;MIR
AFG;36;4;4;Afghanistan;0;812;2.083333333;2;22;MIR
ALB;36;8;8;Albania;0;197;0.121212121;69;42;MIR
DZA;36;12;12;Algeria;0;1167;1.136363636;26;24;MIR
AGO;36;24;24;Angola;0;384;0.727272727;11;19;MIR
AZE;36;31;31;Azerbaijan;0;358;1.032258065;35;3;MIR
ARG;36;32;32;Argentina;0;2111;1.619047619;46;32;MIR
AUS;36;36;36;Australia;0;2198;2.833333333;84;32;MIR
AUT;36;40;40;Austria;0;862;1.888888889;95;33;MIR
BHS;36;44;44;Bahamas;0;11;1.277777778;28;18;MIR
BHR;36;48;48;Bahrain;0;34;2.076923077;19;21;MIR
BGD;36;50;50;Bangladesh;0;2301;0.358974359;14;13;MIR
ARM;36;51;51;Armenia;0;142;1.103448276;48;38;MIR
BRB;36;52;52;Barbados;0;26;3.538461538;9;5;MIR
BEL;36;56;56;Belgium;0;1182;1.894736842;101;34;MIR
BTN;36;64;64;Bhutan;0;16;1;2;18;MIR
BOL;36;68;68;Bolivia;0;362;2.153846154;3;2;MIR
BIH;36;70;70;Bosnia Herzegovina;0;204;0.666666667;63;32;MIR
BWA;36;72;72;Botswana;0;22;0.523809524;9;12;MIR
BRA;36;76;76;Brazil;0;8790;1.032258065;41;29;MIR
BLZ;36;84;84;Belize;0;5;0.777777778;12;2;MIR
SLB;36;90;90;Solomon Islands;0;13;1.692307692;18;2;MIR
BRN;36;96;96;Brunei Darussalam;0;17;2.294117647;38;49;MIR
BGR;36;100;100;Bulgaria;0;460;1.064516129;67;34;MIR
MMR;36;104;104;Myanmar;0;1564;1.260869565;28;25;MIR
BDI;36;108;108;Burundi;0;155;0.166666667;12;2;MIR
BLR;36;112;112;Belarus;0;705;0.093023256;75;46;MIR
KHM;36;116;116;Cambodia;0;610;0.307692308;36;4;MIR
CMR;36;120;120;Cameroon;0;286;0.571428571;1;17;MIR
CAN;36;124;124;Canada;0;3808;3.083333333;99;31;MIR
CPV;36;132;132;Cape Verde;0;8;1.5;14;32;MIR
CAF;36;140;140;Central African Republic;0;74;0.472727273;15;29;MIR
LKA;36;144;144;Sri Lanka;0;790;1.12;37;29;MIR
TCD;36;148;148;Chad;0;53;1.615384615;3;6;MIR
CHL;36;152;152;Chile;0;879;0.042253521;46;28;MIR
CHN;36;156;160;China;0;50074;2;36;24;MIR
COL;36;170;170;Colombia;0;2428;0.285714286;47;36;MIR
COM;36;174;174;Comoros;0;5;1.159090909;55;3;MIR
COG;36;178;178;Congo, Republic of;0;79;0.038461538;14;23;MIR
COD;36;180;180;Congo, Democratic People Republic of;0;1117;0.322033898;12;19;MIR
CRI;36;188;188;Costa Rica;0;258;3.363636364;5;33;MIR
HRV;36;191;191;Croatia;0;422;1.193548387;104;38;MIR
CUB;36;192;192;Cuba;0;646;0.409638554;57;32;MIR
CYP;36;196;196;Cyprus;0;160;2.80952381;131;62;MIR
CZE;36;203;203;Czechia;0;1010;1.714285714;94;38;MIR
BEN;36;204;204;Benin;0;212;0.568181818;17;25;MIR
DNK;36;208;208;Denmark;0;570;1.736842105;98;32;MIR
DOM;36;214;214;Dominican Republic;0;570;1.740740741;52;44;MIR
ECU;36;218;218;Ecuador;0;896;0.613333333;5;39;MIR
SLV;36;222;222;El Salvador;0;397;0.881355932;61;46;MIR
GNQ;36;226;226;Equatorial Guinea;0;16;0.857142857;11;1;MIR
ETH;36;231;231;Ethiopia;0;3482;0.549295775;29;39;MIR
ERI;36;232;232;Eritrea;0;97;0.457831325;27;4;MIR
EST;36;233;233;Estonia;0;132;1.47826087;10;38;MIR
FJI;36;242;242;Fiji;0;37;2.411764706;41;36;MIR
FIN;36;246;246;Finland;0;398;0.25;72;21;MIR
FRA;36;250;250;France (metropolitan);0;7387;1.5;113;35;MIR
GUF;36;254;254;French Guyana;0;9;1.722222222;29;41;MIR
PYF;36;258;258;French Polynesia;0;11;1.416666667;39;42;MIR
DJI;36;262;262;Djibouti;0;34;0.506666667;34;4;MIR
GAB;36;266;266;Gabon;0;22;0.043478261;94;1;MIR
GEO;36;268;268;Georgia;0;267;0.090909091;67;44;MIR
GMB;36;270;270;The Republic of the Gambia;0;19;1.456140351;74;7;MIR
PSE;36;275;275;Gaza Strip and West Bank;0;194;2.038461538;36;57;MIR
DEU;36;276;276;Germany;0;9378;1.888888889;112;34;MIR
GHA;36;288;288;Ghana;0;355;1.181818182;11;12;MIR
GRC;36;300;300;Greece;0;1357;0.114285714;132;38;MIR
GLP;36;312;312;France, Guadeloupe;0;24;1.083333333;6;29;MIR
GUM;36;316;316;Guam;0;3;0.134146341;18;14;MIR
GTM;36;320;320;Guatemala;0;654;0.639344262;35;36;MIR
GIN;36;324;324;Guinea;0;64;0.086021505;46;6;MIR
GUY;36;328;328;Guyana;0;18;1.769230769;23;18;MIR
HTI;36;332;332;Haiti;0;310;0.295918367;27;21;MIR
HND;36;340;340;Honduras;0;493;1.485714286;48;48;MIR
HUN;36;348;348;Hungary;0;898;0.911111111;94;43;MIR
ISL;36;352;352;Iceland;0;19;1.727272727;55;19;MIR
IND;36;356;356;India;0;36871;1.04;26;24;MIR
IDN;36;360;360;Indonesia;0;10370;2.642857143;37;34;MIR
IRN;36;364;364;Iran, Islamic Republic of;0;5499;20.66666667;64;58;MIR
IRQ;36;368;368;Iraq;0;1694;2.291666667;4;56;MIR
IRL;36;372;372;Ireland;0;313;1.217391304;62;27;MIR
ISR;36;376;376;Israel;0;586;2.3125;66;35;MIR
ITA;36;380;380;Italy;0;7197;1.310344828;119;37;MIR
CIV;36;384;384;Côte d'Ivoire;0;256;15;92;15;MIR
JAM;36;388;388;Jamaica;0;132;2.466666667;44;36;MIR
JPN;36;392;392;Japan;0;10066;1.642857143;8;23;MIR
KAZ;36;398;398;Kazakhstan;0;600;1.217391304;31;27;MIR
JOR;36;400;400;Jordan;0;412;1.548387097;4;48;MIR
KEN;36;404;404;Kenya;0;1252;2.923076923;22;4;MIR
PRK;36;408;408;Korea, Democratic People Republic of;0;1115;2.4;43;34;MIR
KOR;36;410;410;Korea, Republic of;0;2191;2;43;22;MIR
KWT;36;414;414;Kuwait;0;129;2.714285714;29;34;MIR
KGZ;36;417;417;Kyrgyzstan;0;159;1.785714286;24;24;MIR
LAO;36;418;418;Lao People's Democratic Republic;0;286;3.230769231;38;39;MIR
LBN;36;422;422;Lebanon;0;376;0.227272727;56;52;MIR
LSO;36;426;426;Lesotho;0;11;0.086956522;51;4;MIR
LVA;36;428;428;Latvia;0;180;1.206896552;97;41;MIR
LBR;36;430;430;Liberia;0;39;0.011494253;74;1;MIR
LBY;36;434;434;Libya;0;238;1.333333333;34;4;MIR
LTU;36;440;440;Lithuania;0;269;1;101;39;MIR
LUX;36;442;442;Luxembourg;0;38;1.095238095;59;22;MIR
MDG;36;450;450;Madagascar;0;476;0.352941176;16;23;MIR
MWI;36;454;454;Malawi;0;93;0.898550725;46;6;MIR
MYS;36;458;458;Malaysia;0;1633;2.705882353;49;42;MIR
MDV;36;462;462;Maldives;0;12;1.846153846;22;21;MIR
MLI;36;466;466;Mali;0;134;1.182926829;62;9;MIR
MLT;36;470;470;Malta;0;23;0.64;52;18;MIR
MTQ;36;474;474;France, Martinique;0;35;0.393258427;94;3;MIR
MRT;36;478;478;Mauritania;0;45;0.2;92;14;MIR
MUS;36;480;480;Mauritius;0;47;1.470588235;37;24;MIR
MEX;36;484;484;Mexico;0;5126;0.493333333;39;32;MIR
MNG;36;496;496;Mongolia;0;45;1.25;13;15;MIR
MDA;36;498;498;Moldova;0;156;0.472727273;39;3;MIR
MNE;36;499;499;Montenegro;0;38;0.75;61;28;MIR
MAR;36;504;504;Morocco;0;1078;0.928571429;29;25;MIR
MOZ;36;508;508;Mozambique;0;374;0.333333333;11;13;MIR
OMN;36;512;512;Oman;0;176;3.416666667;33;4;MIR
NAM;36;516;516;Namibia;0;46;1;18;24;MIR
NPL;36;524;524;Nepal;0;524;1.055555556;17;19;MIR
NLD;36;528;528;The Netherlands;0;1674;1.882352941;97;31;MIR
NCL;36;540;540;New Caledonia;0;13;1.192307692;45;3;MIR
VUT;36;548;548;Vanuatu;0;5;1.1875;16;18;MIR
NZL;36;554;554;New Zealand;0;413;2.642857143;84;36;MIR
NIC;36;558;558;Nicaragua;0;309;3.615384615;46;39;MIR
NER;36;562;562;Niger;0;286;0.033898305;11;21;MIR
NGA;36;566;566;Nigeria;0;1930;0.227848101;89;21;MIR
NOR;36;578;578;Norway;0;473;0.326530612;86;3;MIR
PAK;36;586;586;Pakistan;0;5345;1.041666667;23;21;MIR
PAN;36;591;591;Panama;0;185;0.544117647;42;33;MIR
PNG;36;598;598;Papua New Guinea;0;271;1.80952381;29;39;MIR
PRY;36;600;600;Paraguay;0;310;2.333333333;42;38;MIR
PER;36;604;604;Peru;0;1988;0.896551724;59;45;MIR
PHL;36;608;608;Philippines;0;5416;2.5;48;47;MIR
POL;36;616;616;Poland;0;3534;0.88372093;94;4;MIR
PRT;36;620;620;Portugal;0;1072;1.028571429;106;34;MIR
GNB;36;624;624;Guinea-Bissau;0;11;2.3125;53;8;MIR
TLS;36;626;626;Timor-Leste;0;26;0.338461538;19;22;MIR
PRI;36;630;630;Puerto Rico;0;226;1.526315789;8;3;MIR
QAT;36;634;634;Qatar;0;69;0.407894737;23;36;MIR
REU;36;638;638;France, La Réunion;0;60;1.25;66;37;MIR
ROU;36;642;642;Romania;0;1398;0.68627451;74;37;MIR
RUS;36;643;643;Russian Federation;0;8224;1.068965517;56;36;MIR
RWA;36;646;646;Rwanda;0;223;0.225806452;16;2;MIR
LCA;36;662;662;Saint Lucia;0;6;1.727272727;32;28;MIR
STP;36;678;678;Sao Tome and Principe;0;1;2.4375;44;2;MIR
SAU;36;682;682;Saudi Arabia;0;958;0.368421053;27;27;MIR
SEN;36;686;686;Senegal;0;118;0.015384615;67;1;MIR
SRB;36;688;688;Serbia;0;592;0.902439024;68;38;MIR
SLE;36;694;694;Sierra Leone;0;2;Inf;2;1;MIR
SGP;36;702;702;Singapore;0;350;2.2;59;33;MIR
SVK;36;703;703;Slovakia;0;451;13;83;42;MIR
VNM;36;704;704;Viet Nam;0;4330;0.222222222;44;38;MIR
SVN;36;705;705;Slovenia;0;262;0.142857143;126;42;MIR
SOM;36;706;706;Somalia;0;416;3.25;25;39;MIR
ZAF;36;710;710;South Africa;0;1719;1.684210526;28;27;MIR
ZWE;36;716;716;Zimbabwe;0;231;1.916666667;15;24;MIR
ESP;36;724;724;Spain;0;3617;0.870967742;77;27;MIR
SSD;36;728;728;South Sudan;0;107;0.141414141;92;15;MIR
SDN;36;729;729;Sudan;0;985;2.909090909;21;34;MIR
SUR;36;740;740;Suriname;0;21;0.385542169;35;32;MIR
SWZ;36;748;748;Eswatini;0;7;3.074074074;59;5;MIR
SWE;36;752;752;Sweden;0;828;0.405797101;81;27;MIR
CHE;36;756;756;Switzerland;0;664;2;76;25;MIR
SYR;36;760;760;Syrian Arab Republic;0;1016;2.172413793;53;64;MIR
TJK;36;762;762;Tajikistan;0;125;0.451612903;13;13;MIR
THA;36;764;764;Thailand;0;3194;2.461538462;46;31;MIR
TGO;36;768;768;Togo;0;101;1.5;12;17;MIR
TTO;36;780;780;Trinidad and Tobago;0;64;2.538461538;46;32;MIR
ARE;36;784;784;United Arab Emirates;0;167;2.285714286;17;32;MIR
TUN;36;788;788;Tunisia;0;438;0.096774194;36;3;MIR
TUR;36;792;792;Türkiye;0;5034;1.236842105;59;46;MIR
TKM;36;795;795;Turkmenistan;0;174;0.25;28;29;MIR
UGA;36;800;800;Uganda;0;590;0.142857143;12;21;MIR
UKR;36;804;804;Ukraine;0;2106;0.085714286;49;33;MIR
MKD;36;807;807;North Macedonia;0;92;0.735294118;44;27;MIR
EGY;36;818;818;Egypt;0;4371;2.238095238;41;5;MIR
GBR;36;826;826;United Kingdom;0;5335;1.647058824;78;27;MIR
TZA;36;834;834;Tanzania, United Republic of;0;527;0.135416667;83;13;MIR
USA;36;840;840;United States of America;0;23460;15.5;7;29;MIR
BFA;36;854;854;Burkina Faso;0;468;0.310344828;21;27;MIR
URY;36;858;858;Uruguay;0;233;1.064516129;67;33;MIR
UZB;36;860;860;Uzbekistan;0;1066;0.666666667;31;29;MIR
VEN;36;862;862;Venezuela;0;1090;1.47826087;37;3;MIR
WSM;36;882;882;Samoa;0;4;1.444444444;2;35;MIR
YEM;36;887;887;Yemen;0;859;18.5;28;37;MIR
ZMB;36;894;894;Zambia;0;156;1.090909091;8;1;MIR
;;;;Total;;305264;1.631578947;39;29;MIR
AFG;1;4;4;Afghanistan;0;717;0.717391304;18;39;MIR
ALB;1;8;8;Albania;0;44;4.470588235;15;9;MIR
DZA;1;12;12;Algeria;0;146;0.413333333;32;4;MIR
AGO;1;24;24;Angola;0;316;0.058823529;9;25;MIR
AZE;1;31;31;Azerbaijan;0;92;4.388888889;89;8;MIR
ARG;1;32;32;Argentina;0;584;44.5;13;11;MIR
AUS;1;36;36;Australia;0;429;1.333333333;17;9;MIR
AUT;1;40;40;Austria;0;249;0.382352941;28;15;MIR
BHS;1;44;44;Bahamas;0;5;8.25;13;13;MIR
BHR;1;48;48;Bahrain;0;8;3.210526316;45;8;MIR
BGD;1;50;50;Bangladesh;0;9447;0.59223301;56;74;MIR
ARM;1;51;51;Armenia;0;32;4;11;8;MIR
BRB;1;52;52;Barbados;0;8;0.6875;28;8;MIR
BEL;1;56;56;Belgium;0;248;2.042553191;21;12;MIR
BTN;1;64;64;Bhutan;0;13;0.064516129;17;28;MIR
BOL;1;68;68;Bolivia;0;32;0.440677966;27;4;MIR
BIH;1;70;70;Bosnia Herzegovina;0;63;3.956521739;19;11;MIR
BWA;1;72;72;Botswana;0;32;4.5;13;2;MIR
BRA;1;76;76;Brazil;0;4700;0.421052632;22;18;MIR
BLZ;1;84;84;Belize;0;0;Inf;0;0;MIR
SLB;1;90;90;Solomon Islands;0;9;0.791666667;13;2;MIR
BRN;1;96;96;Brunei Darussalam;0;0;0;0;0;MIR
BGR;1;100;100;Bulgaria;0;177;4.333333333;26;16;MIR
MMR;1;104;104;Myanmar;0;1452;0.590909091;26;28;MIR
BDI;1;108;108;Burundi;0;74;0.833333333;59;16;MIR
BLR;1;112;112;Belarus;0;514;0.589285714;55;39;MIR
KHM;1;116;116;Cambodia;0;335;0.666666667;2;25;MIR
CMR;1;120;120;Cameroon;0;160;0.764705882;57;15;MIR
CAN;1;124;124;Canada;0;741;0.181818182;19;9;MIR
CPV;1;132;132;Cape Verde;0;9;4.25;16;13;MIR
CAF;1;140;140;Central African Republic;0;28;0.071428571;56;12;MIR
LKA;1;144;144;Sri Lanka;0;1198;0.469135802;56;46;MIR
TCD;1;148;148;Chad;0;118;0.764705882;68;15;MIR
CHL;1;152;152;Chile;0;151;3.666666667;78;5;MIR
CHN;1;156;160;China;0;20831;5.2;15;9;MIR
COL;1;170;170;Colombia;0;413;4.384615385;8;6;MIR
COM;1;174;174;Comoros;0;3;4.066666667;33;9;MIR
COG;1;178;178;Congo, Republic of;0;9;0.524590164;16;5;MIR
COD;1;180;180;Congo, Democratic People Republic of;0;382;7.363636364;4;9;MIR
CRI;1;188;188;Costa Rica;0;42;3.785714286;81;6;MIR
HRV;1;191;191;Croatia;0;141;0.484848485;35;19;MIR
CUB;1;192;192;Cuba;0;422;3.6;37;21;MIR
CYP;1;196;196;Cyprus;0;8;19;65;5;MIR
CZE;1;203;203;Czechia;0;400;0.409090909;37;22;MIR
BEN;1;204;204;Benin;0;44;5.636363636;34;8;MIR
DNK;1;208;208;Denmark;0;126;2.447368421;22;11;MIR
DOM;1;214;214;Dominican Republic;0;67;4.076923077;61;6;MIR
ECU;1;218;218;Ecuador;0;110;4.25;61;5;MIR
SLV;1;222;222;El Salvador;0;58;5.5;89;6;MIR
GNQ;1;226;226;Equatorial Guinea;0;10;0.62962963;67;26;MIR
ETH;1;231;231;Ethiopia;0;744;0.071428571;62;12;MIR
ERI;1;232;232;Eritrea;0;25;0.647058824;68;14;MIR
EST;1;233;233;Estonia;0;42;0.404761905;32;21;MIR
FJI;1;242;242;Fiji;0;8;2.741935484;88;9;MIR
FIN;1;246;246;Finland;0;125;20.75;23;1;MIR
FRA;1;250;250;France (metropolitan);0;1695;0.214285714;26;14;MIR
GUF;1;254;254;French Guyana;0;1;2.769230769;32;6;MIR
PYF;1;258;258;French Polynesia;0;7;0.515151515;25;16;MIR
DJI;1;262;262;Djibouti;0;9;0.6875;89;18;MIR
GAB;1;266;266;Gabon;0;23;0.485714286;99;2;MIR
GEO;1;268;268;Georgia;0;107;5;27;18;MIR
GMB;1;270;270;The Republic of the Gambia;0;5;1;2;4;MIR
PSE;1;275;275;Gaza Strip and West Bank;0;22;6;41;9;MIR
DEU;1;276;276;Germany;0;2295;0.392857143;27;13;MIR
GHA;1;288;288;Ghana;0;139;68;43;7;MIR
GRC;1;300;300;Greece;0;250;2.931034483;24;9;MIR
GLP;1;312;312;France, Guadeloupe;0;9;0.314285714;23;12;MIR
GUM;1;316;316;Guam;0;1;14;58;0;MIR
GTM;1;320;320;Guatemala;0;74;0.551724138;4;4;MIR
GIN;1;324;324;Guinea;0;47;5.909090909;34;6;MIR
GUY;1;328;328;Guyana;0;8;0.818181818;1;11;MIR
HTI;1;332;332;Haiti;0;69;0.538461538;59;5;MIR
HND;1;340;340;Honduras;0;30;3.090909091;29;3;MIR
HUN;1;348;348;Hungary;0;528;0.46031746;55;35;MIR
ISL;1;352;352;Iceland;0;5;2.75;15;8;MIR
IND;1;356;356;India;0;79979;0.565656566;57;65;MIR
IDN;1;360;360;Indonesia;0;3546;0.545454545;13;13;MIR
IRN;1;364;364;Iran, Islamic Republic of;0;447;3.5;52;4;MIR
IRQ;1;368;368;Iraq;0;171;5.75;41;8;MIR
IRL;1;372;372;Ireland;0;98;0.268292683;2;12;MIR
ISR;1;376;376;Israel;0;67;2.529411765;75;5;MIR
ITA;1;380;380;Italy;0;1841;3;31;11;MIR
CIV;1;384;384;Côte d'Ivoire;0;134;6.846153846;48;9;MIR
JAM;1;388;388;Jamaica;0;15;0.432098765;5;4;MIR
JPN;1;392;392;Japan;0;3846;2.225806452;31;6;MIR
KAZ;1;398;398;Kazakhstan;0;316;0.518518519;17;17;MIR
JOR;1;400;400;Jordan;0;48;4.923076923;47;7;MIR
KEN;1;404;404;Kenya;0;438;0.62962963;78;19;MIR
PRK;1;408;408;Korea, Democratic People Republic of;0;175;0.494382022;67;5;MIR
KOR;1;410;410;Korea, Republic of;0;579;3;11;5;MIR
KWT;1;414;414;Kuwait;0;26;4.4;59;8;MIR
KGZ;1;417;417;Kyrgyzstan;0;70;0.684210526;1;14;MIR
LAO;1;418;418;Lao People's Democratic Republic;0;122;0.621621622;16;21;MIR
LBN;1;422;422;Lebanon;0;41;4.636363636;61;6;MIR
LSO;1;426;426;Lesotho;0;22;0.777777778;1;17;MIR
LVA;1;428;428;Latvia;0;99;0.613636364;54;33;MIR
LBR;1;430;430;Liberia;0;28;7.25;53;9;MIR
LBY;1;434;434;Libya;0;30;4.25;43;6;MIR
LTU;1;440;440;Lithuania;0;157;0.607843137;59;37;MIR
LUX;1;442;442;Luxembourg;0;3;1.388888889;47;2;MIR
MDG;1;450;450;Madagascar;0;254;0.695652174;87;17;MIR
MWI;1;454;454;Malawi;0;117;0.066666667;58;13;MIR
MYS;1;458;458;Malaysia;0;440;0.52173913;13;12;MIR
MDV;1;462;462;Maldives;0;0;0;0;0;MIR
MLI;1;466;466;Mali;0;186;0.75;87;21;MIR
MLT;1;470;470;Malta;0;13;2.542857143;29;9;MIR
MTQ;1;474;474;France, Martinique;0;8;3.142857143;21;8;MIR
MRT;1;478;478;Mauritania;0;32;0.705882353;65;14;MIR
MUS;1;480;480;Mauritius;0;31;0.451612903;24;17;MIR
MEX;1;484;484;Mexico;0;655;43;5;5;MIR
MNG;1;496;496;Mongolia;0;26;6.533333333;77;1;MIR
MDA;1;498;498;Moldova;0;159;0.568181818;4;31;MIR
MNE;1;499;499;Montenegro;0;11;4.181818182;18;11;MIR
MAR;1;504;504;Morocco;0;386;0.529411765;1;9;MIR
MOZ;1;508;508;Mozambique;0;156;7;47;9;MIR
OMN;1;512;512;Oman;0;31;4.388888889;58;9;MIR
NAM;1;516;516;Namibia;0;53;0.538461538;2;38;MIR
NPL;1;524;524;Nepal;0;497;0.527777778;16;24;MIR
NLD;1;528;528;The Netherlands;0;313;1.658536585;18;8;MIR
NCL;1;540;540;New Caledonia;0;3;1.488888889;1;6;MIR
